Date,Channel,Data Source,Campaign Name,Spend,Impressions,Clicks,Video Views,Conversions
06/21/2025,Organic,Google organic,Eco-Forward Initiative,0,10992,552,0,140
06/21/2025,Paid Search,Amazon ads,Loyalty First,4532.88,42746,2544,0,132
06/21/2025,Paid Social,Facebook ads,Loyalty First,4743.93,132522,2405,23830,95
06/21/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3690.43,607925,695,23714,6
06/21/2025,Paid Search,Google ads,Global Reach Outreach,3350.94,18451,3734,0,107
06/21/2025,Programmatic,StackAdapt,Global Reach Outreach,1503.03,696993,279,33842,6
06/22/2025,Paid Search,Google ads,Global Reach Outreach,2165.27,24829,2394,0,117
06/22/2025,Paid Social,Linkedin ads,Back to Basics,4905.19,142194,1140,7571,33
06/22/2025,Programmatic,Google Display & Video 360,Back to Basics,2642.31,721071,778,14742,5
06/22/2025,Paid Social,Facebook ads,Spark Frenzy,2180.79,71607,1909,11548,39
06/22/2025,Organic,Direct Traffic,Elite Rewards Program,0,16312,1570,0,97
06/22/2025,Paid Social,Facebook ads,Elite Rewards Program,3905.14,135476,1112,29807,40
06/22/2025,Paid Search,Amazon ads,Loyalty First,2803.47,35678,1569,0,113
06/22/2025,Paid Social,Facebook ads,Loyalty First,2327.85,85640,1674,15399,59
06/22/2025,Programmatic,StackAdapt,Win-Back Outreach,2611.46,355402,521,44299,5
06/22/2025,Organic,Google organic,Win-Back Outreach,0,14545,795,0,43
06/22/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1966.22,730489,327,36557,19
06/22/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4668.58,16594,4241,0,158
06/22/2025,Organic,Google organic,Eco-Forward Initiative,0,10378,1555,0,33
06/23/2025,Paid Search,Amazon ads,Loyalty First,1921.64,47490,4429,0,68
06/23/2025,Paid Social,Facebook ads,Loyalty First,2892.53,108349,2395,13027,23
06/23/2025,Paid Social,Facebook ads,Spark Frenzy,4880.65,110674,2055,26491,90
06/23/2025,Paid Social,Linkedin ads,Back to Basics,2968.02,137277,855,19174,61
06/23/2025,Programmatic,Google Display & Video 360,Back to Basics,2752.07,205185,240,19172,11
06/23/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1798.02,38779,3074,0,186
06/23/2025,Paid Search,Google ads,Global Reach Outreach,4271.47,18058,3408,0,65
06/23/2025,Programmatic,StackAdapt,Global Reach Outreach,1119.95,358975,737,46254,14
06/23/2025,Organic,Direct Traffic,Elite Rewards Program,0,9436,1526,0,108
06/23/2025,Paid Social,Facebook ads,Elite Rewards Program,2898.98,112072,1197,27882,65
06/23/2025,Organic,Google organic,Win-Back Outreach,0,15033,916,0,106
06/23/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1523.36,287205,593,32539,20
06/23/2025,Paid Search,Amazon ads,Wonderland Drive,2840.43,12023,1705,0,116
06/24/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1813.92,281007,351,19299,11
06/24/2025,Paid Search,Amazon ads,Wonderland Drive,2989.48,28676,1096,0,116
06/24/2025,Paid Social,Linkedin ads,Back to Basics,3159.15,139139,1360,16726,76
06/24/2025,Programmatic,Google Display & Video 360,Back to Basics,4867.57,425398,207,35237,18
06/24/2025,Organic,Direct Traffic,Elite Rewards Program,0,14338,1064,0,61
06/24/2025,Paid Social,Facebook ads,Elite Rewards Program,4970.34,126687,2297,27802,20
06/24/2025,Paid Search,Google ads,Global Reach Outreach,1577.22,12850,2418,0,180
06/24/2025,Programmatic,StackAdapt,Global Reach Outreach,1093.21,507722,415,34854,7
06/24/2025,Programmatic,StackAdapt,Win-Back Outreach,1033.04,334067,247,47093,18
06/24/2025,Organic,Google organic,Win-Back Outreach,0,17656,559,0,98
06/24/2025,Paid Social,Facebook ads,Spark Frenzy,4440.36,94404,730,20214,63
06/24/2025,Organic,Direct Traffic,Spark Frenzy,0,5725,1579,0,143
06/24/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2118.29,17823,3902,0,76
06/24/2025,Paid Search,Amazon ads,Loyalty First,4563.65,42718,4007,0,80
06/24/2025,Paid Social,Facebook ads,Loyalty First,2535.58,76653,723,29509,35
06/25/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3598.72,47938,2570,0,134
06/25/2025,Programmatic,StackAdapt,Win-Back Outreach,2445.74,249026,715,22590,6
06/25/2025,Paid Social,Linkedin ads,Back to Basics,4260.97,93836,1979,6842,63
06/25/2025,Paid Search,Amazon ads,Loyalty First,2956.08,22984,2258,0,166
06/25/2025,Paid Social,Facebook ads,Spark Frenzy,1172.08,96435,1583,14745,20
06/25/2025,Organic,Direct Traffic,Spark Frenzy,0,14333,1395,0,72
06/25/2025,Paid Search,Google ads,Global Reach Outreach,2311.94,32185,3173,0,197
06/25/2025,Programmatic,StackAdapt,Global Reach Outreach,1338.99,554574,513,15047,17
06/25/2025,Paid Search,Amazon ads,Wonderland Drive,3193.75,26755,2576,0,123
06/25/2025,Organic,Direct Traffic,Elite Rewards Program,0,16086,1296,0,75
06/25/2025,Paid Social,Facebook ads,Elite Rewards Program,3032.47,148273,1886,8307,53
06/26/2025,Organic,Direct Traffic,Elite Rewards Program,0,15664,947,0,93
06/26/2025,Paid Social,Facebook ads,Elite Rewards Program,1555.31,62150,2122,29135,83
06/26/2025,Paid Social,Facebook ads,Spark Frenzy,2964.26,137449,2067,28836,37
06/26/2025,Organic,Direct Traffic,Spark Frenzy,0,17475,1182,0,97
06/26/2025,Paid Search,Amazon ads,Loyalty First,2719.68,37342,1829,0,54
06/26/2025,Paid Search,Google ads,Global Reach Outreach,4513.96,28187,1468,0,71
06/26/2025,Programmatic,StackAdapt,Global Reach Outreach,4869.79,605715,584,31557,5
06/26/2025,Paid Social,Linkedin ads,Back to Basics,2972.88,94210,2419,19148,100
06/26/2025,Programmatic,Google Display & Video 360,Back to Basics,2784.91,498671,279,11597,5
06/26/2025,Organic,Google organic,Win-Back Outreach,0,19715,1152,0,99
06/26/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4680.98,271414,639,18214,16
06/26/2025,Paid Search,Amazon ads,Wonderland Drive,1482.32,19228,1941,0,163
06/27/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3002.77,631215,577,19147,16
06/27/2025,Paid Search,Amazon ads,Wonderland Drive,1384.92,21534,3378,0,153
06/27/2025,Organic,Direct Traffic,Elite Rewards Program,0,5419,1890,0,108
06/27/2025,Paid Social,Facebook ads,Elite Rewards Program,1622.7,55790,1847,12071,83
06/27/2025,Organic,Direct Traffic,Spark Frenzy,0,15963,1271,0,107
06/27/2025,Paid Search,Amazon ads,Loyalty First,3510.54,38189,2523,0,144
06/27/2025,Paid Social,Linkedin ads,Back to Basics,3938.46,119540,1437,23869,35
06/27/2025,Programmatic,Google Display & Video 360,Back to Basics,2920.77,573343,378,20262,12
06/27/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4251.93,44405,2856,0,84
06/27/2025,Organic,Google organic,Eco-Forward Initiative,0,15570,1876,0,93
06/27/2025,Paid Search,Google ads,Global Reach Outreach,4787.88,36726,4898,0,165
06/27/2025,Programmatic,StackAdapt,Global Reach Outreach,4259.55,708093,442,47811,8
06/27/2025,Programmatic,StackAdapt,Win-Back Outreach,3429.66,655027,283,16032,19
06/28/2025,Paid Search,Amazon ads,Loyalty First,3280.06,34352,3796,0,59
06/28/2025,Paid Social,Facebook ads,Loyalty First,3814,61550,2420,16369,43
06/28/2025,Paid Social,Facebook ads,Spark Frenzy,3211.19,50264,2469,5159,22
06/28/2025,Organic,Direct Traffic,Spark Frenzy,0,19618,1858,0,120
06/28/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4877.02,37327,2815,0,89
06/28/2025,Organic,Google organic,Eco-Forward Initiative,0,16687,1548,0,42
06/28/2025,Paid Social,Linkedin ads,Back to Basics,1448.81,134382,873,9990,67
06/28/2025,Programmatic,Google Display & Video 360,Back to Basics,3612.22,235298,752,18883,6
06/28/2025,Organic,Direct Traffic,Elite Rewards Program,0,6811,1491,0,84
06/28/2025,Paid Social,Facebook ads,Elite Rewards Program,1032.24,146811,1678,8633,39
06/28/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4057.7,720906,570,37418,14
06/28/2025,Paid Search,Amazon ads,Wonderland Drive,4101.1,41856,1276,0,136
06/28/2025,Programmatic,StackAdapt,Win-Back Outreach,4691.11,350240,774,13492,9
06/28/2025,Organic,Google organic,Win-Back Outreach,0,16979,520,0,130
06/29/2025,Paid Search,Amazon ads,Loyalty First,3153.46,17906,1947,0,133
06/29/2025,Paid Social,Facebook ads,Loyalty First,4128.93,80608,1554,5053,83
06/29/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3331.75,41960,1951,0,73
06/29/2025,Organic,Google organic,Eco-Forward Initiative,0,16636,1180,0,39
06/29/2025,Paid Social,Facebook ads,Spark Frenzy,4247.29,64441,1718,20270,83
06/29/2025,Paid Social,Linkedin ads,Back to Basics,2271.49,75097,659,18553,30
06/29/2025,Programmatic,Google Display & Video 360,Back to Basics,4154.72,739595,668,13961,6
06/29/2025,Programmatic,StackAdapt,Global Reach Outreach,3687.06,396501,507,39500,7
06/29/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1124.18,428315,395,25152,10
06/29/2025,Paid Search,Amazon ads,Wonderland Drive,1641.21,39609,2680,0,59
06/29/2025,Programmatic,StackAdapt,Win-Back Outreach,4068.82,320174,240,39215,19
06/29/2025,Organic,Google organic,Win-Back Outreach,0,10601,948,0,142
06/30/2025,Paid Search,Amazon ads,Loyalty First,1764.68,30014,3000,0,60
06/30/2025,Paid Social,Facebook ads,Loyalty First,4690.03,127018,1238,9385,56
06/30/2025,Paid Social,Facebook ads,Spark Frenzy,4760.38,51332,1991,22365,89
06/30/2025,Organic,Direct Traffic,Spark Frenzy,0,16237,1193,0,92
06/30/2025,Programmatic,StackAdapt,Win-Back Outreach,3513.76,348734,313,20039,11
06/30/2025,Organic,Google organic,Win-Back Outreach,0,10401,1620,0,107
06/30/2025,Paid Search,Google ads,Global Reach Outreach,3008.03,48443,3872,0,165
06/30/2025,Programmatic,StackAdapt,Global Reach Outreach,3750.69,471234,776,14240,18
06/30/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2959.49,29175,2315,0,110
06/30/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2147.99,259225,727,46294,12
06/30/2025,Paid Search,Amazon ads,Wonderland Drive,4913.44,17402,1128,0,178
06/30/2025,Paid Social,Linkedin ads,Back to Basics,4216.03,73711,1167,12751,47
06/30/2025,Organic,Direct Traffic,Elite Rewards Program,0,17551,1753,0,144
06/30/2025,Paid Social,Facebook ads,Elite Rewards Program,1131.58,52335,2000,16238,48
07/01/2025,Programmatic,StackAdapt,Win-Back Outreach,2967.84,638636,689,42799,16
07/01/2025,Organic,Google organic,Win-Back Outreach,0,15572,877,0,47
07/01/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2687.53,238010,792,11295,16
07/01/2025,Paid Search,Amazon ads,Wonderland Drive,2405.8,18049,2611,0,156
07/01/2025,Paid Search,Amazon ads,Loyalty First,1128.05,48139,3725,0,170
07/01/2025,Paid Social,Facebook ads,Loyalty First,1728.32,123829,2459,24573,76
07/01/2025,Programmatic,Google Display & Video 360,Back to Basics,4979.88,310733,760,10357,11
07/01/2025,Organic,Direct Traffic,Elite Rewards Program,0,16244,1293,0,141
07/01/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3242.98,38450,3655,0,183
07/01/2025,Organic,Google organic,Eco-Forward Initiative,0,17118,1505,0,37
07/02/2025,Programmatic,StackAdapt,Win-Back Outreach,4860.55,398201,797,30526,13
07/02/2025,Organic,Google organic,Win-Back Outreach,0,7732,648,0,109
07/02/2025,Paid Social,Facebook ads,Spark Frenzy,1142.46,56022,2235,6414,100
07/02/2025,Organic,Direct Traffic,Spark Frenzy,0,17169,1739,0,80
07/02/2025,Paid Social,Linkedin ads,Back to Basics,4109.27,125231,2336,10986,86
07/02/2025,Programmatic,Google Display & Video 360,Back to Basics,4612.93,254611,750,47600,13
07/02/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3145.58,20198,1399,0,136
07/02/2025,Organic,Google organic,Eco-Forward Initiative,0,19152,513,0,43
07/02/2025,Programmatic,Google Display & Video 360,Wonderland Drive,4153.73,245358,470,45212,9
07/02/2025,Paid Search,Amazon ads,Wonderland Drive,3983.04,41163,4709,0,90
07/03/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3627.16,478770,572,19538,9
07/03/2025,Paid Search,Amazon ads,Wonderland Drive,4254.18,29796,2283,0,103
07/03/2025,Organic,Direct Traffic,Spark Frenzy,0,11237,1083,0,78
07/03/2025,Paid Search,Google ads,Global Reach Outreach,2428.82,22017,2601,0,82
07/03/2025,Programmatic,StackAdapt,Global Reach Outreach,4274.84,487004,477,48314,6
07/03/2025,Paid Social,Linkedin ads,Back to Basics,3997.29,102980,2263,12826,48
07/03/2025,Organic,Direct Traffic,Elite Rewards Program,0,8076,1661,0,142
07/03/2025,Paid Social,Facebook ads,Elite Rewards Program,2044.86,107200,2296,29097,81
07/03/2025,Programmatic,StackAdapt,Win-Back Outreach,3269.2,741872,533,19485,11
07/03/2025,Organic,Google organic,Win-Back Outreach,0,7306,1787,0,113
07/03/2025,Paid Search,Amazon ads,Loyalty First,3696.63,29393,2385,0,117
07/03/2025,Paid Social,Facebook ads,Loyalty First,1388.79,128560,2029,18241,31
07/04/2025,Paid Search,Google ads,Global Reach Outreach,4168.92,16974,4449,0,130
07/04/2025,Programmatic,StackAdapt,Global Reach Outreach,2890.7,214549,777,46830,10
07/04/2025,Paid Social,Facebook ads,Loyalty First,2529.23,140331,579,19399,88
07/04/2025,Programmatic,StackAdapt,Win-Back Outreach,4604.01,758074,320,16745,11
07/04/2025,Organic,Google organic,Win-Back Outreach,0,10752,1364,0,141
07/04/2025,Paid Social,Facebook ads,Spark Frenzy,2569.98,81770,2428,21876,65
07/04/2025,Organic,Direct Traffic,Spark Frenzy,0,8157,1536,0,106
07/04/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3691.15,43578,2392,0,131
07/04/2025,Organic,Google organic,Eco-Forward Initiative,0,10231,774,0,109
07/05/2025,Paid Search,Google ads,Global Reach Outreach,1114.38,12354,1555,0,95
07/05/2025,Programmatic,StackAdapt,Global Reach Outreach,2755.64,300370,574,12101,6
07/05/2025,Organic,Direct Traffic,Elite Rewards Program,0,14108,870,0,43
07/05/2025,Paid Social,Facebook ads,Elite Rewards Program,1358.94,90120,889,24124,50
07/05/2025,Paid Social,Linkedin ads,Back to Basics,4815.63,68581,981,5161,84
07/05/2025,Programmatic,Google Display & Video 360,Back to Basics,2187.24,673981,750,29817,9
07/05/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1533.88,17466,3298,0,192
07/05/2025,Organic,Google organic,Eco-Forward Initiative,0,16621,1233,0,41
07/05/2025,Paid Search,Amazon ads,Loyalty First,3948.19,17711,3083,0,111
07/05/2025,Paid Social,Facebook ads,Loyalty First,4487.95,92189,615,19540,89
07/06/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3653.34,10657,3977,0,143
07/06/2025,Organic,Google organic,Eco-Forward Initiative,0,9695,1031,0,53
07/06/2025,Paid Social,Facebook ads,Spark Frenzy,3657.85,115868,730,25655,24
07/06/2025,Organic,Direct Traffic,Spark Frenzy,0,17226,1794,0,31
07/06/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2598.68,463815,357,14049,13
07/06/2025,Paid Search,Amazon ads,Wonderland Drive,2557.8,22231,4597,0,129
07/06/2025,Paid Search,Amazon ads,Loyalty First,2622.11,38211,2241,0,151
07/06/2025,Paid Social,Facebook ads,Loyalty First,4698.39,84751,2300,27982,59
07/06/2025,Paid Search,Google ads,Global Reach Outreach,4527.61,28318,2076,0,106
07/06/2025,Programmatic,StackAdapt,Global Reach Outreach,1264.43,478167,271,21515,20
07/06/2025,Paid Social,Facebook ads,Elite Rewards Program,2444.61,138192,1580,17205,29
07/06/2025,Paid Social,Linkedin ads,Back to Basics,2992.25,107268,2160,29521,26
07/06/2025,Programmatic,Google Display & Video 360,Back to Basics,2261.63,536900,394,21382,5
07/06/2025,Programmatic,StackAdapt,Win-Back Outreach,1532.59,704732,272,42854,8
07/06/2025,Organic,Google organic,Win-Back Outreach,0,5579,990,0,133
07/07/2025,Organic,Direct Traffic,Elite Rewards Program,0,17595,1672,0,126
07/07/2025,Paid Social,Facebook ads,Elite Rewards Program,3828.01,114674,1480,21445,34
07/07/2025,Programmatic,Google Display & Video 360,Back to Basics,4246.57,735172,452,29675,12
07/07/2025,Programmatic,StackAdapt,Win-Back Outreach,1256.08,627824,410,37718,17
07/07/2025,Organic,Google organic,Win-Back Outreach,0,6987,1441,0,69
07/07/2025,Paid Search,Amazon ads,Loyalty First,4179.59,31062,4167,0,111
07/07/2025,Paid Social,Facebook ads,Loyalty First,1880.14,136109,1760,19289,83
07/07/2025,Paid Search,Amazon ads,Wonderland Drive,2638.78,48910,2238,0,98
07/08/2025,Paid Search,Amazon ads,Loyalty First,2201.48,20906,4678,0,162
07/08/2025,Paid Social,Facebook ads,Loyalty First,3371.86,109000,2190,19582,30
07/08/2025,Paid Search,Amazon ads,Eco-Forward Initiative,2026.78,18669,1566,0,101
07/08/2025,Organic,Google organic,Eco-Forward Initiative,0,16381,1005,0,46
07/08/2025,Organic,Google organic,Win-Back Outreach,0,19802,954,0,91
07/08/2025,Paid Search,Google ads,Global Reach Outreach,4984.17,31625,2556,0,198
07/08/2025,Programmatic,StackAdapt,Global Reach Outreach,2130.61,519714,258,21035,13
07/08/2025,Programmatic,Google Display & Video 360,Back to Basics,4673.03,565226,644,34942,15
07/08/2025,Organic,Direct Traffic,Elite Rewards Program,0,11646,722,0,148
07/08/2025,Paid Social,Facebook ads,Elite Rewards Program,2268.74,55220,1863,10429,42
07/09/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3541.51,13535,4804,0,138
07/09/2025,Organic,Google organic,Eco-Forward Initiative,0,6179,760,0,38
07/09/2025,Programmatic,StackAdapt,Win-Back Outreach,1617.18,631029,672,36771,7
07/09/2025,Organic,Google organic,Win-Back Outreach,0,17774,1126,0,35
07/09/2025,Paid Search,Amazon ads,Loyalty First,3235.89,20349,4802,0,166
07/09/2025,Paid Social,Facebook ads,Loyalty First,2448.46,123520,660,28305,22
07/09/2025,Paid Social,Linkedin ads,Back to Basics,1059.17,74820,2016,13151,76
07/09/2025,Programmatic,Google Display & Video 360,Back to Basics,2146.1,388856,336,27204,16
07/09/2025,Organic,Direct Traffic,Spark Frenzy,0,17578,834,0,146
07/10/2025,Paid Search,Google ads,Global Reach Outreach,2787.21,43104,4058,0,74
07/10/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1052.99,28173,1907,0,127
07/10/2025,Organic,Google organic,Win-Back Outreach,0,5629,594,0,134
07/10/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2265.56,482680,457,10696,12
07/10/2025,Paid Search,Amazon ads,Wonderland Drive,2876.51,40432,4447,0,90
07/10/2025,Paid Social,Linkedin ads,Back to Basics,1720.63,110022,2473,21136,99
07/10/2025,Programmatic,Google Display & Video 360,Back to Basics,3969.07,423939,584,47795,13
07/10/2025,Paid Social,Facebook ads,Spark Frenzy,3724.06,116056,1969,23334,23
07/10/2025,Organic,Direct Traffic,Spark Frenzy,0,9404,1646,0,71
07/10/2025,Organic,Direct Traffic,Elite Rewards Program,0,10931,1104,0,42
07/10/2025,Paid Social,Facebook ads,Elite Rewards Program,4013.58,114918,2111,16485,62
07/11/2025,Paid Search,Amazon ads,Loyalty First,1678.41,12879,2210,0,110
07/11/2025,Paid Social,Facebook ads,Loyalty First,4558.55,58183,1469,18948,95
07/11/2025,Programmatic,StackAdapt,Win-Back Outreach,4526.55,203751,254,48344,18
07/11/2025,Organic,Google organic,Win-Back Outreach,0,18786,1647,0,54
07/11/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3236.56,43029,2209,0,179
07/11/2025,Organic,Google organic,Eco-Forward Initiative,0,19501,558,0,147
07/11/2025,Paid Social,Linkedin ads,Back to Basics,3286.1,107029,2071,26193,67
07/11/2025,Paid Social,Facebook ads,Spark Frenzy,4583.88,57678,2477,20408,41
07/11/2025,Organic,Direct Traffic,Spark Frenzy,0,18954,861,0,96
07/11/2025,Paid Search,Google ads,Global Reach Outreach,3917.33,36864,4750,0,64
07/11/2025,Programmatic,StackAdapt,Global Reach Outreach,1217.73,487086,510,49382,15
07/12/2025,Paid Social,Linkedin ads,Back to Basics,4884.12,120719,1740,11831,45
07/12/2025,Programmatic,Google Display & Video 360,Back to Basics,3459.73,414060,202,10242,5
07/12/2025,Paid Search,Amazon ads,Loyalty First,3221.67,20383,1567,0,148
07/12/2025,Paid Social,Facebook ads,Loyalty First,1870.2,101059,1682,18441,55
07/12/2025,Paid Search,Google ads,Global Reach Outreach,2792.96,47933,1394,0,144
07/12/2025,Programmatic,StackAdapt,Global Reach Outreach,2435.21,432692,495,14820,12
07/12/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3045.99,462213,427,26661,18
07/12/2025,Paid Search,Amazon ads,Wonderland Drive,2669.08,20546,2281,0,148
07/12/2025,Programmatic,StackAdapt,Win-Back Outreach,1619.49,461587,719,30298,12
07/12/2025,Organic,Google organic,Win-Back Outreach,0,8762,577,0,51
07/12/2025,Organic,Direct Traffic,Elite Rewards Program,0,17309,1633,0,147
07/12/2025,Paid Social,Facebook ads,Elite Rewards Program,3746.99,105988,2227,5435,30
07/12/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4837.6,28013,4200,0,130
07/12/2025,Organic,Google organic,Eco-Forward Initiative,0,9087,1178,0,91
07/12/2025,Paid Social,Facebook ads,Spark Frenzy,4922.45,99314,1033,7694,41
07/12/2025,Organic,Direct Traffic,Spark Frenzy,0,12000,1522,0,54
07/13/2025,Programmatic,StackAdapt,Win-Back Outreach,4409.92,224654,773,15077,9
07/13/2025,Organic,Google organic,Win-Back Outreach,0,9791,1731,0,98
07/13/2025,Programmatic,Google Display & Video 360,Wonderland Drive,2040.84,345961,274,41335,14
07/13/2025,Paid Search,Amazon ads,Wonderland Drive,1274.76,48859,2128,0,71
07/13/2025,Paid Social,Facebook ads,Loyalty First,1891.05,101459,617,20331,20
07/13/2025,Paid Social,Facebook ads,Spark Frenzy,4705.86,73384,2258,12550,37
07/13/2025,Organic,Direct Traffic,Spark Frenzy,0,9364,1964,0,136
07/13/2025,Paid Social,Linkedin ads,Back to Basics,3026.73,77668,1100,11960,67
07/13/2025,Organic,Google organic,Eco-Forward Initiative,0,18165,712,0,51
07/13/2025,Organic,Direct Traffic,Elite Rewards Program,0,14475,616,0,143
07/13/2025,Paid Social,Facebook ads,Elite Rewards Program,1629.81,91654,956,22415,29
07/13/2025,Paid Search,Google ads,Global Reach Outreach,4096.11,29165,2798,0,146
07/14/2025,Programmatic,StackAdapt,Global Reach Outreach,3121.86,691082,371,22534,9
07/14/2025,Paid Search,Amazon ads,Loyalty First,2747.79,33670,1111,0,115
07/14/2025,Paid Social,Linkedin ads,Back to Basics,4500.74,98052,1296,13324,78
07/14/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3237.99,769645,418,44302,18
07/14/2025,Paid Search,Amazon ads,Wonderland Drive,3095.52,16765,3759,0,157
07/14/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3728.12,17966,3149,0,138
07/14/2025,Organic,Google organic,Eco-Forward Initiative,0,15026,1916,0,133
07/14/2025,Programmatic,StackAdapt,Win-Back Outreach,1771.41,472235,229,32017,17
07/14/2025,Organic,Google organic,Win-Back Outreach,0,10775,923,0,43
07/14/2025,Organic,Direct Traffic,Elite Rewards Program,0,5918,1789,0,115
07/14/2025,Paid Social,Facebook ads,Elite Rewards Program,4495.49,82129,2451,19916,95
07/14/2025,Paid Social,Facebook ads,Spark Frenzy,3748.64,127195,1943,23564,89
07/14/2025,Organic,Direct Traffic,Spark Frenzy,0,14105,1804,0,83
07/15/2025,Paid Social,Facebook ads,Elite Rewards Program,4517.84,103156,2078,12942,80
07/15/2025,Organic,Google organic,Eco-Forward Initiative,0,16388,642,0,82
07/15/2025,Paid Social,Facebook ads,Spark Frenzy,1333.8,97438,2183,5817,37
07/15/2025,Paid Search,Amazon ads,Wonderland Drive,2193.03,21577,3560,0,192
07/15/2025,Programmatic,StackAdapt,Win-Back Outreach,3931.61,353679,568,16382,10
07/15/2025,Organic,Google organic,Win-Back Outreach,0,7911,597,0,117
07/15/2025,Paid Search,Google ads,Global Reach Outreach,1328.2,40084,2563,0,54
07/15/2025,Programmatic,StackAdapt,Global Reach Outreach,4247,783661,726,27357,12
07/15/2025,Paid Social,Linkedin ads,Back to Basics,1251.99,69845,2013,28106,58
07/15/2025,Programmatic,Google Display & Video 360,Back to Basics,2168.46,234605,378,47873,8
07/15/2025,Paid Search,Amazon ads,Loyalty First,2844.88,38355,1870,0,63
07/15/2025,Paid Social,Facebook ads,Loyalty First,3645.63,69835,2237,22034,73
07/16/2025,Paid Search,Google ads,Global Reach Outreach,1848.63,14842,4622,0,161
07/16/2025,Programmatic,StackAdapt,Global Reach Outreach,4892.44,374847,281,14303,12
07/16/2025,Paid Social,Linkedin ads,Back to Basics,1359.85,72989,1188,27658,46
07/16/2025,Programmatic,Google Display & Video 360,Back to Basics,2729.49,640563,796,46310,20
07/16/2025,Paid Social,Facebook ads,Spark Frenzy,2377.2,58049,546,19860,73
07/16/2025,Organic,Direct Traffic,Spark Frenzy,0,14556,1058,0,131
07/16/2025,Paid Social,Facebook ads,Elite Rewards Program,3892.85,139619,935,26731,87
07/16/2025,Paid Search,Amazon ads,Eco-Forward Initiative,4796.17,32759,4722,0,104
07/16/2025,Organic,Google organic,Eco-Forward Initiative,0,10137,1967,0,128
07/16/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1368.36,604149,341,32795,17
07/17/2025,Programmatic,StackAdapt,Win-Back Outreach,1841.31,345627,200,37288,9
07/17/2025,Organic,Google organic,Win-Back Outreach,0,15505,1338,0,145
07/17/2025,Paid Social,Facebook ads,Spark Frenzy,3390.49,73895,552,21682,61
07/17/2025,Organic,Direct Traffic,Spark Frenzy,0,16794,1181,0,126
07/17/2025,Paid Search,Amazon ads,Eco-Forward Initiative,3355.62,25963,4706,0,116
07/17/2025,Paid Social,Linkedin ads,Back to Basics,4895,67465,849,27935,73
07/17/2025,Programmatic,Google Display & Video 360,Back to Basics,3344.24,274927,254,35055,9
07/17/2025,Programmatic,Google Display & Video 360,Wonderland Drive,3426.07,738329,304,29881,8
07/17/2025,Paid Search,Amazon ads,Wonderland Drive,4861.95,15076,2873,0,188
07/17/2025,Paid Search,Google ads,Global Reach Outreach,4913.19,33009,4097,0,171
07/17/2025,Paid Social,Facebook ads,Loyalty First,4037.34,85240,585,6551,51
07/17/2025,Organic,Direct Traffic,Elite Rewards Program,0,18047,1580,0,119
07/17/2025,Paid Social,Facebook ads,Elite Rewards Program,4143.66,143238,683,8885,58
07/18/2025,Programmatic,Google Display & Video 360,Wonderland Drive,1353.26,716256,469,31945,17
07/18/2025,Paid Search,Amazon ads,Eco-Forward Initiative,1767.12,10533,3413,0,117
07/18/2025,Organic,Google organic,Eco-Forward Initiative,0,19502,999,0,130
07/18/2025,Paid Social,Linkedin ads,Back to Basics,3405.91,137322,2072,19953,35
07/18/2025,Programmatic,Google Display & Video 360,Back to Basics,2900.09,494747,456,35458,12
07/18/2025,Paid Search,Google ads,Global Reach Outreach,1253.65,16201,2001,0,186
07/18/2025,Programmatic,StackAdapt,Global Reach Outreach,1713.61,280617,351,12443,14
07/18/2025,Paid Social,Facebook ads,Loyalty First,1859.05,101204,2287,7133,65
